id,domain,portal_system,portal_subdomain,confidence,detection_method,validated,validation_website,error,timestamp,created_at,updated_at
1,blupropertiesinc.com,doorloop,bhsrentals.app.doorloop.com,high,homepage_fetch,0,,,2026-02-11T07:01:28.271860,2026-02-24 07:00:50,2026-02-24 07:00:50
2,blvdmg.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:01:28.272683,2026-02-24 07:00:50,2026-02-24 07:00:50
3,bmcmadison.com,appfolio,broihahn.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:01:28.708028,2026-02-24 07:00:50,2026-02-24 07:00:50
4,bluffcitymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-11T07:01:28.271430,2026-02-24 07:00:50,2026-02-24 07:00:50
5,bmequities.com,townsq,,high,homepage_fetch,0,,,2026-02-11T07:01:31.310300,2026-02-24 07:00:50,2026-02-24 07:00:50
6,bmgapts.com,yardi,,high,homepage_fetch,0,,,2026-02-11T07:01:32.063221,2026-02-24 07:00:50,2026-02-24 07:00:50
7,bmgatlanta.com,appfolio,bmgatlanta.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:01:33.382620,2026-02-24 07:00:50,2026-02-24 07:00:50
8,bmgboston.com,appfolio,baymanagementgrouplaurel.appfolio.com,high,link_redirect:followed_link:owner portal,0,,,2026-02-11T07:01:38.589642,2026-02-24 07:00:50,2026-02-24 07:00:50
9,bmgmnrentals.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:02:20.465156,2026-02-24 07:00:50,2026-02-24 07:00:50
10,bmgrents.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:02:20.904379,2026-02-24 07:00:50,2026-02-24 07:00:50
11,bmapropertymanagement.com,unknown,,low,not_found,0,,,2026-02-11T07:01:28.275321,2026-02-24 07:00:50,2026-02-24 07:00:50
12,bmcmanagementllc.com,unknown,,low,not_found,0,,,2026-02-11T07:01:28.712122,2026-02-24 07:00:50,2026-02-24 07:00:50
13,bmocinc.com,prospectportal,bmocinc.prospectportal.com,high,homepage_fetch,0,,,2026-02-11T07:02:25.716101,2026-02-24 07:00:50,2026-02-24 07:00:50
14,bmrmanagement.us,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:02:25.774467,2026-02-24 07:00:50,2026-02-24 07:00:50
15,bnblouisville.com,ownerrez,,high,homepage_fetch,0,,,2026-02-11T07:02:26.264901,2026-02-24 07:00:50,2026-02-24 07:00:50
16,bmcproperties.com,yardi,resource.rentcafe.com,high,playwright_homepage,0,,,2026-02-11T07:01:29.859464,2026-02-24 07:00:50,2026-02-24 07:00:50
17,bmirents.com,unknown,,low,not_found,0,,,2026-02-11T07:02:21.268732,2026-02-24 07:00:50,2026-02-24 07:00:50
18,bnbmanagementco.com,unknown,,low,not_found,0,,,2026-02-11T07:02:26.409177,2026-02-24 07:00:50,2026-02-24 07:00:50
19,bnetmanagement.com,unknown,,low,not_found,0,,,2026-02-11T07:02:30.969880,2026-02-24 07:00:50,2026-02-24 07:00:50
20,bnrconcierge.com,unknown,,low,not_found,0,,,2026-02-11T07:02:43.624002,2026-02-24 07:00:50,2026-02-24 07:00:50
21,boardwalk-rent.com,unknown,,low,not_found,0,,,2026-02-11T07:03:08.277637,2026-02-24 07:00:50,2026-02-24 07:00:50
22,boardwalkprops.com,unknown,,low,not_found,0,,,2026-02-11T07:03:22.387552,2026-02-24 07:00:50,2026-02-24 07:00:50
23,bobackcommercialgroup.com,unknown,,low,not_found,0,,,2026-02-11T07:03:24.753831,2026-02-24 07:00:50,2026-02-24 07:00:50
24,bobbyfletcherhomes.com,unknown,,low,not_found,0,,,2026-02-11T07:03:29.185772,2026-02-24 07:00:50,2026-02-24 07:00:50
25,bobharmanrealestate.com,unknown,,low,not_found,0,,,2026-02-11T07:04:10.249410,2026-02-24 07:00:50,2026-02-24 07:00:50
26,bocaratonrealtyandmanagement.com,unknown,,low,not_found,0,,,2026-02-11T07:04:13.337139,2026-02-24 07:00:50,2026-02-24 07:00:50
27,boise-propertymanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-11T07:05:06.591985,2026-02-24 07:00:50,2026-02-24 07:00:50
28,boiseapm.net,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-11T07:05:07.115055,2026-02-24 07:00:50,2026-02-24 07:00:50
29,boiseproperty.management,rentvine,frpmrentals.rentvine.com,high,homepage_fetch,0,,,2026-02-11T07:05:07.273314,2026-02-24 07:00:50,2026-02-24 07:00:50
30,boisepropertymanagementinc.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-11T07:05:07.873577,2026-02-24 07:00:50,2026-02-24 07:00:50
31,boiseriverpm.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-11T07:05:08.467215,2026-02-24 07:00:50,2026-02-24 07:00:50
32,boccirealty.com,unknown,,low,not_found,0,,,2026-02-11T07:04:17.094355,2026-02-24 07:00:50,2026-02-24 07:00:50
33,bokamanagementgroup.com,appfolio,bokamgmt.appfolio.com,high,homepage_fetch,1,,,2026-02-11T07:05:11.034676,2026-02-24 07:00:50,2026-02-24 07:00:50
34,boiserpm.com,appfolio,rpmid012.appfolio.com,high,secondary_page:/tenants/,1,http://www.boiserpm.com,,2026-02-11T07:05:08.860507,2026-02-24 07:00:50,2026-02-24 07:00:50
35,bold-pm.com,appfolio,boldrealty.appfolio.com,high,homepage_fetch,1,http://www.bold-pm.com,,2026-02-11T07:05:13.619097,2026-02-24 07:00:50,2026-02-24 07:00:50
36,boldcitypm.com,buildium,boldcitypropertymanagement.managebuilding.com,high,homepage_fetch,0,,,2026-02-11T07:05:14.591249,2026-02-24 07:00:50,2026-02-24 07:00:50
37,bonaroproperties.com,buildium,bonaropropertymanagement.managebuilding.com,high,homepage_fetch,0,,,2026-02-11T07:05:15.095436,2026-02-24 07:00:50,2026-02-24 07:00:50
38,boguepropertymanagement.com,unknown,,low,not_found,0,,,2026-02-11T07:04:22.052250,2026-02-24 07:00:50,2026-02-24 07:00:50
39,boom.properties,cincwebaxis,boomprop.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-11T07:05:26.102610,2026-02-24 07:00:50,2026-02-24 07:00:50
40,bonavistamgmt.com,yardi,,high,secondary_page:/tenant-info/,0,,,2026-02-11T07:05:16.753290,2026-02-24 07:00:50,2026-02-24 07:00:50
41,bokanipmg.com,unknown,,low,not_found,0,,,2026-02-11T07:05:11.047443,2026-02-24 07:00:50,2026-02-24 07:00:50
42,borbaproperty.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:06:05.899496,2026-02-24 07:00:50,2026-02-24 07:00:50
43,bolandsproperties.com,unknown,,low,not_found,0,,,2026-02-11T07:05:11.694150,2026-02-24 07:00:50,2026-02-24 07:00:50
44,boomtowninc.com,appfolio,,high,link_redirect:followed_link:owner login,0,,,2026-02-11T07:05:27.275877,2026-02-24 07:00:50,2026-02-24 07:00:50
45,bosshardtpm.com,appfolio,bosshardt.appfolio.com,high,homepage_fetch,1,http://www.bosshardtpm.com,,2026-02-11T07:06:12.392368,2026-02-24 07:00:50,2026-02-24 07:00:50
46,borror.com,yardi,associations-borror.rentcafe.com,high,homepage_fetch,0,,,2026-02-11T07:06:11.773442,2026-02-24 07:00:50,2026-02-24 07:00:50
47,bostongreenmanagement.com,buildium,bostongreenrealtyllc.managebuilding.com,high,homepage_fetch,0,,,2026-02-11T07:06:19.273460,2026-02-24 07:00:50,2026-02-24 07:00:50
48,bostonpropertymanagementinc.com,rentvine,pmiofgreaterboston.rentvine.com,high,homepage_fetch,0,,,2026-02-11T07:06:20.119134,2026-02-24 07:00:50,2026-02-24 07:00:50
49,bostonpropertymanagementllc.com,rentmanager,bostonpm.owa.rentmanager.com,high,homepage_fetch,0,,,2026-02-11T07:06:20.925153,2026-02-24 07:00:50,2026-02-24 07:00:50
50,bostoncondominiummanagement.com,buildium,,high,secondary_page:/about/,0,,,2026-02-11T07:06:13.516914,2026-02-24 07:00:50,2026-02-24 07:00:50
51,boswellrentals.com,appfolio,boswellrentals.appfolio.com,high,homepage_fetch,1,,,2026-02-11T07:06:28.490457,2026-02-24 07:00:50,2026-02-24 07:00:50
52,botanicalpropertymgmt.com,appfolio,botanicalpropertymgmt.appfolio.com,high,homepage_fetch,1,https://botanicalpropertymgmt.com,,2026-02-11T07:06:36.489992,2026-02-24 07:00:50,2026-02-24 07:00:50
53,boormanproperties.com,unknown,,low,not_found,0,,,2026-02-11T07:05:47.209584,2026-02-24 07:00:50,2026-02-24 07:00:50
54,borgermanagement.com,unknown,,low,not_found,0,,,2026-02-11T07:06:06.395550,2026-02-24 07:00:50,2026-02-24 07:00:50
55,bouldercountyrentals.com,appfolio,whitehouserpm.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:07:04.199667,2026-02-24 07:00:50,2026-02-24 07:00:50
56,bostonridge.properties,unknown,,low,not_found,0,,,2026-02-11T07:06:21.326820,2026-02-24 07:00:50,2026-02-24 07:00:50
57,boulderpropertymanagement.co,appfolio,evernest.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:07:06.639147,2026-02-24 07:00:50,2026-02-24 07:00:50
58,boulderpropertymanagementinc.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-11T07:07:07.209172,2026-02-24 07:00:50,2026-02-24 07:00:50
59,bottomlinerent.com,unknown,,low,not_found,0,,,2026-02-11T07:06:37.415026,2026-02-24 07:00:50,2026-02-24 07:00:50
60,boundlessmanagement.com,propertyware,app.propertyware.com,high,homepage_fetch,0,,,2026-02-11T07:07:22.468633,2026-02-24 07:00:50,2026-02-24 07:00:50
61,bountifulpm.com,yardi,,high,homepage_fetch,0,,,2026-02-11T07:07:24.771027,2026-02-24 07:00:50,2026-02-24 07:00:50
62,boulospm.com,building_engines,,high,secondary_page:/tenant-portal,0,,,2026-02-11T07:07:08.135300,2026-02-24 07:00:50,2026-02-24 07:00:50
63,bottrellteam.com,unknown,,low,not_found,0,,,2026-02-11T07:06:40.996185,2026-02-24 07:00:50,2026-02-24 07:00:50
64,boulderhousing.org,yardi,,high,secondary_page:/resident-hub/pay-my-rent/,0,,,2026-02-11T07:07:05.001356,2026-02-24 07:00:50,2026-02-24 07:00:50
65,bowmanpropertymanagement.com,rentvine,bowmanpm.rentvine.com,high,homepage_fetch,0,,,2026-02-11T07:07:37.083611,2026-02-24 07:00:50,2026-02-24 07:00:50
66,bowenleasing.com,unknown,,low,not_found,0,,,2026-02-11T07:07:25.444765,2026-02-24 07:00:50,2026-02-24 07:00:50
67,boydhassellpmi.com,propertyboss,res_boydpmi_151662.propertyboss.net,high,homepage_fetch,0,,,2026-02-11T07:08:20.284325,2026-02-24 07:00:50,2026-02-24 07:00:50
68,boxwellrealestate.com,unknown,,low,not_found,0,,,2026-02-11T07:07:37.660628,2026-02-24 07:00:50,2026-02-24 07:00:50
69,bozemanlegacy.com,appfolio,legacyproperties.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:08:24.514929,2026-02-24 07:00:50,2026-02-24 07:00:50
70,bozemanrental.com,appfolio,absolutepropertymanagement.appfolio.com,high,homepage_fetch,1,,,2026-02-11T07:08:25.076069,2026-02-24 07:00:50,2026-02-24 07:00:50
71,boxresidential.com,unknown,,low,not_found,0,,,2026-02-11T07:07:37.241842,2026-02-24 07:00:50,2026-02-24 07:00:50
72,bpmidaho.com,rentmanager,boisepm.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-11T07:08:29.797031,2026-02-24 07:00:50,2026-02-24 07:00:50
73,bowerymgmt.com,unknown,,low,not_found,0,,,2026-02-11T07:07:34.969064,2026-02-24 07:00:50,2026-02-24 07:00:50
74,bpmok.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:08:37.357385,2026-02-24 07:00:50,2026-02-24 07:00:50
75,bpmrentri.com,appfolio,bilodeaupm.appfolio.com,high,homepage_fetch,1,,,2026-02-11T07:08:37.863139,2026-02-24 07:00:50,2026-02-24 07:00:50
76,bpofnc.com,appfolio,brownprops.appfolio.com,high,homepage_fetch,1,http://www.bpofnc.com,,2026-02-11T07:08:38.573645,2026-02-24 07:00:50,2026-02-24 07:00:50
77,bpremanagement.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:08:39.319029,2026-02-24 07:00:50,2026-02-24 07:00:50
78,bprentnc.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:08:39.673091,2026-02-24 07:00:50,2026-02-24 07:00:50
79,bpmco.com,appfolio,boulderpropmgmt.appfolio.com,high,secondary_page:/payments/,1,http://www.bpmco.com,,2026-02-11T07:08:25.695048,2026-02-24 07:00:50,2026-02-24 07:00:50
80,braatenproperties.com,appfolio,braatenproperties.appfolio.com,high,homepage_fetch,1,,,2026-02-11T07:08:48.267300,2026-02-24 07:00:50,2026-02-24 07:00:50
81,bradenproperty.com,appfolio,bradenproperty.appfolio.com,high,homepage_fetch,1,http://www.bradenproperty.com/,,2026-02-11T07:08:48.974126,2026-02-24 07:00:50,2026-02-24 07:00:50
82,boyerpartnersllc.com,unknown,,low,not_found,0,,,2026-02-11T07:08:20.984978,2026-02-24 07:00:50,2026-02-24 07:00:50
83,bpmofchatt.com,unknown,,low,not_found,0,,,2026-02-11T07:08:31.779823,2026-02-24 07:00:50,2026-02-24 07:00:50
84,bprhouston.com,unknown,,low,not_found,0,,,2026-02-11T07:08:40.054371,2026-02-24 07:00:50,2026-02-24 07:00:50
85,bradkennerly.com,unknown,,low,not_found,0,,,2026-02-11T07:08:49.724920,2026-02-24 07:00:50,2026-02-24 07:00:50
86,bradyrglasvegas.com,unknown,,low,not_found,0,,,2026-02-11T07:09:13.885552,2026-02-24 07:00:50,2026-02-24 07:00:50
87,bradyrgutah.com,unknown,,low,not_found,0,,,2026-02-11T07:09:27.367452,2026-02-24 07:00:50,2026-02-24 07:00:50
88,braggandassoc.com,unknown,,low,not_found,0,,,2026-02-11T07:09:34.896071,2026-02-24 07:00:50,2026-02-24 07:00:50
89,bramptonparkrentals.com,unknown,,low,not_found,0,,,2026-02-11T07:09:41.022280,2026-02-24 07:00:50,2026-02-24 07:00:50
90,brandonvacationrentalmanagementinc.com,rentvine,pmihillsborough.rentvine.com,high,homepage_fetch,0,,,2026-02-11T07:10:34.368132,2026-02-24 07:00:50,2026-02-24 07:00:50
91,branchmgt.com,unknown,,low,not_found,0,,,2026-02-11T07:10:08.634848,2026-02-24 07:00:50,2026-02-24 07:00:50
92,brand.site,unknown,,low,not_found,0,,,2026-02-11T07:10:23.344870,2026-02-24 07:00:50,2026-02-24 07:00:50
93,branjen.com,unknown,,low,not_found,0,,,2026-02-11T07:10:35.206016,2026-02-24 07:00:50,2026-02-24 07:00:50
94,braugusta.com,appfolio,keywaypm.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:11:20.560643,2026-02-24 07:00:50,2026-02-24 07:00:50
95,brandonrealtyinc.com,unknown,,low,not_found,0,,,2026-02-11T07:10:31.821761,2026-02-24 07:00:50,2026-02-24 07:00:50
96,bransonpropertywichita.com,unknown,,low,not_found,0,,,2026-02-11T07:10:56.045469,2026-02-24 07:00:50,2026-02-24 07:00:50
97,brayrentals.com,yardi,brayrentals.rentcafe.com,high,secondary_page:/tenants/,0,,,2026-02-11T07:11:44.509024,2026-02-24 07:00:50,2026-02-24 07:00:50
98,braunpropertyservices.com,buildium,braunpropertyservicesllc.managebuilding.com,high,secondary_page:/tenantsupport,0,,,2026-02-11T07:11:25.159118,2026-02-24 07:00:50,2026-02-24 07:00:50
99,brass.us,yardi,,low,recovery:dns_spf,0,,,2026-02-11T07:11:12.183225,2026-02-24 07:00:50,2026-02-24 07:00:50
100,brcmultifamily.com,appfolio,cp.appfolio.com,low,secondary_page:/tenantportal,0,,,2026-02-11T07:11:51.328720,2026-02-24 07:00:50,2026-02-24 07:00:50
101,brentwoodmanagement.com,appfolio,brentwood.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:12:17.658101,2026-02-24 07:00:50,2026-02-24 07:00:50
102,brentwoodpropertygroup.com,buildium,brentwoodpropertygroup.managebuilding.com,high,homepage_fetch,0,,,2026-02-11T07:12:18.385125,2026-02-24 07:00:50,2026-02-24 07:00:50
103,brayco.org,unknown,,low,not_found,0,,,2026-02-11T07:11:34.066057,2026-02-24 07:00:50,2026-02-24 07:00:50
104,braytn.com,unknown,,low,not_found,0,,,2026-02-11T07:11:48.591435,2026-02-24 07:00:50,2026-02-24 07:00:50
105,breddermanagement.com,unknown,,low,not_found,0,,,2026-02-11T07:11:59.086491,2026-02-24 07:00:50,2026-02-24 07:00:50
106,briargatemanagement.com,appfolio,briargatemanagement.appfolio.com,high,homepage_fetch,1,http://www.briargatemanagement.com,,2026-02-11T07:13:02.030122,2026-02-24 07:00:50,2026-02-24 07:00:50
107,brentwoodsquare.com,unknown,,low,not_found,0,,,2026-02-11T07:12:19.210610,2026-02-24 07:00:50,2026-02-24 07:00:50
108,brickleysusa.com,appfolio,brickleysfranchisegroup.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:13:13.748941,2026-02-24 07:00:50,2026-02-24 07:00:50
109,brettlark.com,unknown,,low,not_found,0,,,2026-02-11T07:12:36.030740,2026-02-24 07:00:50,2026-02-24 07:00:50
110,brickroadrentals.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:13:21.323370,2026-02-24 07:00:50,2026-02-24 07:00:50
111,brickandmortarsf.com,buildium,brickandmortar.managebuilding.com,high,secondary_page:/tenant-portal/,0,,,2026-02-11T07:13:03.768778,2026-02-24 07:00:50,2026-02-24 07:00:50
112,brickwaymanagement.com,appfolio,2Fbrickwaymgmt.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:13:30.101182,2026-02-24 07:00:50,2026-02-24 07:00:50
113,brickyardpropertymanagement.com,rentvine,brickyardpm.rentvine.com,high,secondary_page:/tenants/,0,,,2026-02-11T07:13:31.326428,2026-02-24 07:00:50,2026-02-24 07:00:50
114,brianschweiker.com,unknown,,low,not_found,0,,,2026-02-11T07:12:54.409778,2026-02-24 07:00:50,2026-02-24 07:00:50
115,bridgecitypm.com,appfolio,,high,homepage_fetch,0,,,2026-02-11T07:14:16.538360,2026-02-24 07:00:50,2026-02-24 07:00:50
116,brickmortarproperties.com,buildium,brickmortarproperties.managebuilding.com,medium,subdomain_probe,1,,,2026-02-11T07:13:14.293383,2026-02-24 07:00:50,2026-02-24 07:00:50
117,bricksandmortarrealtor.com,unknown,,low,not_found,0,,,2026-02-11T07:13:21.728861,2026-02-24 07:00:50,2026-02-24 07:00:50
118,bridgebuildercorp.com,unknown,,low,not_found,0,,,2026-02-11T07:13:38.785178,2026-02-24 07:00:50,2026-02-24 07:00:50
119,bridgehomes.com,propertyware,app.propertyware.com,high,secondary_page:/resident-portal,0,,,2026-02-11T07:14:18.345568,2026-02-24 07:00:50,2026-02-24 07:00:50
120,bridgepropertymgmt.com,appfolio,bridgeproperty.appfolio.com,high,subdomain_probe,1,http://www.bridgepropertymgmt.com,,2026-02-11T07:14:36.277588,2026-02-24 07:00:50,2026-02-24 07:00:50
121,bridgestreampropertymanagement.com,appfolio,delraypm.appfolio.com,high,homepage_fetch,1,http://www.bridgestreampropertymanagement.com,,2026-02-11T07:15:18.605109,2026-02-24 07:00:50,2026-02-24 07:00:50
122,bridgepm.com,yardi,,low,recovery:dns_spf,0,,,2026-02-11T07:14:32.810613,2026-02-24 07:00:50,2026-02-24 07:00:50
123,bridgerproperty.com,unknown,,low,not_found,0,,,2026-02-11T07:14:46.482220,2026-02-24 07:00:50,2026-02-24 07:00:50
124,bridgehauspm.com,unknown,,low,not_found,0,,,2026-02-11T07:14:16.909823,2026-02-24 07:00:50,2026-02-24 07:00:50
125,briellapropertysolutions.com,unknown,,low,not_found,0,,,2026-02-11T07:15:39.828770,2026-02-24 07:00:50,2026-02-24 07:00:50
126,brightproperties.net,buildium,brightproperties1.managebuilding.com,high,homepage_fetch,0,,,2026-02-11T07:16:32.998529,2026-02-24 07:00:50,2026-02-24 07:00:50
127,brigsllc.com,appfolio,brigsllc.appfolio.com,high,homepage_fetch,1,http://www.brigsllc.com,,2026-02-11T07:16:33.333083,2026-02-24 07:00:50,2026-02-24 07:00:50
128,briken-associates.com,heropm,resources.heropm.com,high,homepage_fetch,0,,,2026-02-11T07:16:33.968390,2026-02-24 07:00:50,2026-02-24 07:00:50
129,bridgewater-realty.com,unknown,,low,not_found,0,,,2026-02-11T07:15:19.727141,2026-02-24 07:00:50,2026-02-24 07:00:50
130,brightlightsproperties.com,unknown,,low,not_found,0,,,2026-02-11T07:15:50.415627,2026-02-24 07:00:50,2026-02-24 07:00:50
131,brinkpm.com,appfolio,brinkpm.appfolio.com,high,homepage_fetch,1,http://www.brinkpm.com,,2026-02-11T07:16:45.933309,2026-02-24 07:00:50,2026-02-24 07:00:50
132,brighton-place-apts.com,yardi,resource.rentcafe.com,high,playwright_homepage,0,,,2026-02-11T07:15:54.118894,2026-02-24 07:00:50,2026-02-24 07:00:50
133,brixat26.com,realpage,,high,homepage_fetch,0,,,2026-02-11T07:17:07.598818,2026-02-24 07:00:50,2026-02-24 07:00:50
134,brinkerhoff.info,appfolio,brinkerhoff.appfolio.com,high,subdomain_probe,1,,,2026-02-11T07:16:35.172700,2026-02-24 07:00:50,2026-02-24 07:00:50
135,broadmoorgroup.net,realpage,,high,homepage_fetch,0,,,2026-02-11T07:17:27.688742,2026-02-24 07:00:50,2026-02-24 07:00:50
136,broadmoorprop.com,appfolio,broadpm.appfolio.com,high,homepage_fetch,1,http://broadmoorprop.com,,2026-02-11T07:17:28.111010,2026-02-24 07:00:50,2026-02-24 07:00:50
137,bristolpropertymanagement.com,unknown,,low,not_found,0,,,2026-02-11T07:16:47.078756,2026-02-24 07:00:50,2026-02-24 07:00:50
138,brinkerhoffpm.com,unknown,,low,not_found,0,,,2026-02-11T07:16:36.841654,2026-02-24 07:00:50,2026-02-24 07:00:50
139,brockproperties.com,appfolio,brockproperties.appfolio.com,high,homepage_fetch,1,http://www.brockproperties.com,,2026-02-11T07:17:43.799226,2026-02-24 07:00:50,2026-02-24 07:00:50
140,brodiemgmt.com,cincwebaxis,brodie.cincwebaxis.com,high,homepage_fetch,0,,,2026-02-11T07:17:44.250084,2026-02-24 07:00:50,2026-02-24 07:00:50
141,broadconnectionpm.com,unknown,,low,not_found,0,,,2026-02-11T07:17:08.271355,2026-02-24 07:00:50,2026-02-24 07:00:50
142,brooklynpm.com,appfolio,brooklynpm.appfolio.com,high,homepage_fetch,1,http://www.brooklynpm.com,,2026-02-11T07:18:06.555763,2026-02-24 07:00:50,2026-02-24 07:00:50
143,brockpm.com,unknown,,low,not_found,0,,,2026-02-11T07:17:28.689486,2026-02-24 07:00:50,2026-02-24 07:00:50
144,brodmorcommunities.com,unknown,,low,not_found,0,,,2026-02-11T07:17:44.491073,2026-02-24 07:00:50,2026-02-24 07:00:50
145,brothersmanagement.com,appfolio,brothersmanagement.appfolio.com,high,homepage_fetch,1,https://www.brothersmanagement.com/,,2026-02-11T07:18:31.551698,2026-02-24 07:00:50,2026-02-24 07:00:50
146,bronxluxuryrentals.com,unknown,,low,not_found,0,,,2026-02-11T07:17:45.189487,2026-02-24 07:00:50,2026-02-24 07:00:50
147,brookstonepm.com,appfolio,brookstone.appfolio.com,high,secondary_page:/hoa-portal/,1,,,2026-02-11T07:18:27.143318,2026-02-24 07:00:50,2026-02-24 07:00:50
148,browngrouppm.com,appfolio,brownproperty.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:18:53.839163,2026-02-24 07:00:50,2026-02-24 07:00:50
149,browning-gordon.com,rentvine,browning-gordon.rentvine.com,high,homepage_fetch,0,,,2026-02-11T07:18:54.840591,2026-02-24 07:00:50,2026-02-24 07:00:50
150,brookspropertymgmt.com,unknown,,low,not_found,0,,,2026-02-11T07:18:07.269065,2026-02-24 07:00:50,2026-02-24 07:00:50
151,brownrealestatenc.com,appfolio,brownproperty.appfolio.com,high,homepage_fetch,1,http://www.brownrealestatenc.com,,2026-02-11T07:18:59.234475,2026-02-24 07:00:50,2026-02-24 07:00:50
152,brownstoneproperties.com,appfolio,brownstonepi.appfolio.com,high,homepage_fetch,1,http://www.brownstoneproperties.com,,2026-02-11T07:19:00.174873,2026-02-24 07:00:50,2026-02-24 07:00:50
153,broussardproperties.com,unknown,,low,not_found,0,,,2026-02-11T07:18:32.197288,2026-02-24 07:00:50,2026-02-24 07:00:50
154,brownbearkc.com,unknown,,low,not_found,0,,,2026-02-11T07:18:42.559793,2026-02-24 07:00:50,2026-02-24 07:00:50
155,bruinsproperties.com,buildium,bruinsproperties.managebuilding.com,high,homepage_fetch,0,,,2026-02-11T07:19:37.879496,2026-02-24 07:00:50,2026-02-24 07:00:50
156,brunerrealtyinc.com,appfolio,brunerrealty.appfolio.com,high,homepage_fetch,1,http://www.brunerrealtyinc.com,,2026-02-11T07:19:38.184159,2026-02-24 07:00:50,2026-02-24 07:00:50
157,brownpropertymgt.com,unknown,,low,not_found,0,,,2026-02-11T07:18:55.381431,2026-02-24 07:00:50,2026-02-24 07:00:50
158,brpm.biz,unknown,,low,not_found,0,,,2026-02-11T07:19:00.776648,2026-02-24 07:00:50,2026-02-24 07:00:50
159,bryantre.com,trackhs,img.trackhs.com,high,homepage_fetch,0,,,2026-02-11T07:19:54.038113,2026-02-24 07:00:50,2026-02-24 07:00:50
160,brunpm.com,appfolio,brunpm.appfolio.com,high,subdomain_probe,1,http://www.brunpm.com,,2026-02-11T07:19:39.030572,2026-02-24 07:00:50,2026-02-24 07:00:50
161,bsdpm.com,appfolio,bsd.appfolio.com,high,homepage_fetch,1,http://bsdpm.com,,2026-02-11T07:20:21.361076,2026-02-24 07:00:50,2026-02-24 07:00:50
162,bsrreit.com,entrata,,high,homepage_fetch,0,,,2026-02-11T07:20:22.191983,2026-02-24 07:00:50,2026-02-24 07:00:50
163,brprop.com,unknown,,low,not_found,0,,,2026-02-11T07:19:36.307825,2026-02-24 07:00:50,2026-02-24 07:00:50
164,buckeyenw.com,appfolio,buckeyenorthwestrealty.appfolio.com,high,homepage_fetch,1,http://www.buckeyenw.com,,2026-02-11T07:20:24.128365,2026-02-24 07:00:50,2026-02-24 07:00:50
165,bryantcompanies.com,unknown,,low,not_found,0,,,2026-02-11T07:19:50.122378,2026-02-24 07:00:50,2026-02-24 07:00:50
166,buckprop.com,rentmanager,buckprop.twa.rentmanager.com,high,homepage_fetch,0,,,2026-02-11T07:20:45.897767,2026-02-24 07:00:50,2026-02-24 07:00:50
167,buddywhite.com,rentvine,whiteassociatesrealestateservices.rentvine.com,high,homepage_fetch,0,,,2026-02-11T07:20:46.957621,2026-02-24 07:00:50,2026-02-24 07:00:50
168,buenavistamanagementgroup.com,appfolio,buenavista.appfolio.com,high,homepage_fetch,1,http://www.buenavistamanagementgroup.com/,,2026-02-11T07:20:47.327456,2026-02-24 07:00:50,2026-02-24 07:00:50
169,buffalobeacon.com,appfolio,buffalobeacon.appfolio.com,low,homepage_fetch,0,,,2026-02-11T07:20:47.961582,2026-02-24 07:00:50,2026-02-24 07:00:50
170,buffalocityliving.com,buildium,buffalocityliving.managebuilding.com,high,homepage_fetch,0,,,2026-02-11T07:20:48.694266,2026-02-24 07:00:50,2026-02-24 07:00:50
171,buffalomanagementgroup.com,appfolio,buffalomanagementgroup.appfolio.com,high,homepage_fetch,1,http://www.buffalomanagementgroup.com,,2026-02-11T07:20:49.235814,2026-02-24 07:00:50,2026-02-24 07:00:50
172,bullockmanagementgroup.com,rentvine,www.rentvine.com,high,homepage_fetch,0,,,2026-02-11T07:20:52.926646,2026-02-24 07:00:50,2026-02-24 07:00:50
